STATEFP,COUNTYFP,FIPS,ALAND,AWATER,NAME,pop,state,county,sq_miles,density,pop_mil
01,035,1035.0,2202007854,6632046,"Conecuh County, Alabama",12514,01,035,850.1960826254826,14.718957491965421,0.012514
01,037,1037.0,1685850815,39987271,"Coosa County, Alabama",10855,01,037,650.9076505791505,16.67671287984044,0.010855
01,039,1039.0,2669129020,34231390,"Covington County, Alabama",37351,01,039,1030.551745173745,36.24369195910957,0.037351
01,041,1041.0,1576952799,5388561,"Crenshaw County, Alabama",13865,01,041,608.8620845559846,22.771987863410995,0.013865
01,043,1043.0,1903073019,52422496,"Cullman County, Alabama",82313,01,043,734.7772274131274,112.0244298939325,0.082313
01,045,1045.0,1453244553,4082940,"Dale County, Alabama",49255,01,045,561.098283011583,87.78319501466592,0.049255
01,047,1047.0,2534919599,39124778,"Dallas County, Alabama",40029,01,047,978.7334359073359,40.89877645070036,0.040029
01,049,1049.0,2012676479,4121543,"DeKalb County, Alabama",71200,01,049,777.0951656370656,91.62326977240936,0.0712
01,051,1051.0,1601769095,99957723,"Elmore County, Alabama",81212,01,051,618.443666023166,131.31673014330445,0.081212
01,053,1053.0,2448115119,20504948,"Escambia County, Alabama",37328,01,053,945.2181926640926,39.49141086122266,0.037328
01,055,1055.0,1386373604,34568854,"Etowah County, Alabama",102939,01,055,535.2793837837838,192.30891963808622,0.102939
01,057,1057.0,1625693290,4330881,"Fayette County, Alabama",16585,01,057,627.680806949807,26.422665495531447,0.016585
01,059,1059.0,1641841406,32643981,"Franklin County, Alabama",31542,01,059,633.9156007722007,49.75741244035845,0.031542
01,061,1061.0,1487897666,11578163,"Geneva County, Alabama",26491,01,061,574.4778633204634,46.11317805508272,0.026491
01,063,1063.0,1675782061,33416141,"Greene County, Alabama",8426,01,063,647.0201007722007,13.022779338607565,0.008426
01,065,1065.0,1667907112,32423361,"Hale County, Alabama",14887,01,065,643.97957992278,23.11719263176809,0.014887
01,067,1067.0,1454926621,16986823,"Henry County, Alabama",17124,01,067,561.7477301158301,30.483434256991302,0.017124
01,069,1069.0,1501854593,4683050,"Houston County, Alabama",104352,01,069,579.8666382239383,179.95862000203635,0.104352
01,071,1071.0,2791974056,126334709,"Jackson County, Alabama",52094,01,071,1077.982261003861,48.32547054298273,0.052094
01,073,1073.0,2878465205,32885044,"Jefferson County, Alabama",659892,01,073,1111.3765270270271,593.7609657504961,0.659892
01,075,1075.0,1566544637,1600679,"Lamar County, Alabama",13933,01,075,604.8434891891892,23.035711302237218,0.013933
01,077,1077.0,1730146083,133608930,"Lauderdale County, Alabama",92585,01,077,668.0100706563707,138.598209917746,0.092585
01,079,1079.0,1788864247,68682382,"Lawrence County, Alabama",33171,01,079,690.6811764478764,48.02650069399034,0.033171
01,081,1081.0,1573548952,21492291,"Lee County, Alabama",159287,01,081,607.5478579150579,262.1801688950571,0.159287
01,083,1083.0,1450277885,122329729,"Limestone County, Alabama",93052,01,083,559.9528513513513,166.1782769307001,0.093052
01,085,1085.0,1854201378,23721835,"Lowndes County, Alabama",10236,01,085,715.907867953668,14.297929186416557,0.010236
01,087,1087.0,1576855717,11345392,"Macon County, Alabama",19054,01,087,608.8246011583011,31.296370028000478,0.019054
01,089,1089.0,2076091216,28831382,"Madison County, Alabama",357560,01,089,801.57962007722,446.06922512021265,0.35756
01,091,1091.0,2530140238,14966620,"Marengo County, Alabama",19538,01,091,976.8881227799228,20.000243164387,0.019538
01,093,1093.0,1922656563,3184076,"Marion County, Alabama",29965,01,093,742.3384413127413,40.36568542376749,0.029965
01,095,1095.0,1465531860,148495464,"Marshall County, Alabama",95145,01,095,565.842416988417,168.147521542111,0.095145
01,097,1097.0,3184053031,1074031983,"Mobile County, Alabama",414659,01,097,1229.3641046332045,337.2955159803681,0.414659
01,099,1099.0,2656469661,22609681,"Monroe County, Alabama",21512,01,099,1025.6639617760618,20.973730970082404,0.021512
01,101,1101.0,2033918497,37844005,"Montgomery County, Alabama",226941,01,101,785.296716988417,288.98758277038274,0.226941
01,103,1103.0,1500612908,50921199,"Morgan County, Alabama",119122,01,103,579.3872231660232,205.5999774193599,0.119122
01,105,1105.0,1863900621,10937769,"Perry County, Alabama",9486,01,105,719.6527494208494,13.181357269369137,0.009486
01,107,1107.0,2282893837,22521210,"Pickens County, Alabama",20298,01,107,881.4261918918919,23.028587290369035,0.020298
01,109,1109.0,1740647518,2336975,"Pike County, Alabama",33403,01,109,672.0646787644788,49.70206150605616,0.033403
01,111,1111.0,1503615935,9285419,"Randolph County, Alabama",22574,01,111,580.5466930501931,38.884038562679905,0.022574
01,113,1113.0,1660577613,15641643,"Russell County, Alabama",58213,01,113,641.1496575289575,90.79471433293375,0.058213
01,115,1115.0,1635844944,56400695,"St. Clair County, Alabama",87306,01,115,631.6003644787645,138.22981256834817,0.087306
01,117,1117.0,2034112797,62537787,"Shelby County, Alabama",211261,01,117,785.3717362934362,268.99491061016124,0.211261
01,119,1119.0,2340898915,24634883,"Sumter County, Alabama",12985,01,119,903.8219749034749,14.36676730656693,0.012985
01,121,1121.0,1908256939,60926366,"Talladega County, Alabama",80565,01,121,736.7787409266409,109.34761757467923,0.080565
01,123,1123.0,1855782851,128806123,"Tallapoosa County, Alabama",40636,01,123,716.5184752895752,56.71312241261788,0.040636
01,125,1125.0,3421009204,78715350,"Tuscaloosa County, Alabama",206213,01,125,1320.8529745173746,156.12108537314535,0.206213
01,127,1127.0,2048686080,36754696,"Walker County, Alabama",64493,01,127,790.9984864864865,81.53365790428956,0.064493
01,129,1129.0,2797720360,21652733,"Washington County, Alabama",16643,01,129,1080.2009111969112,15.407318978798868,0.016643
01,131,1131.0,2301075082,49057525,"Wilcox County, Alabama",10809,01,131,888.4459776061776,12.166187109230536,0.010809
01,133,1133.0,1587608920,48922726,"Winston County, Alabama",23875,01,133,612.976416988417,38.9492961528586,0.023875
02,013,2013.0,18091255385,20800268276,"Aleutians East Borough, Alaska",3425,02,013,6985.040689189189,0.49033357891542473,0.003425
02,016,2016.0,11375510886,25186009907,"Aleutians West Census Area, Alaska",5750,02,016,4392.089145173745,1.3091719703181337,0.00575
02,020,2020.0,4419562836,615500204,"Anchorage Municipality, Alaska",296112,02,020,1706.3949173745173,173.53075597271587,0.296112
02,050,2050.0,105228817205,12768645652,"Bethel Census Area, Alaska",18040,02,050,40628.886951737455,0.4440190552458277,0.01804
02,060,2060.0,1248324005,949768219,"Bristol Bay Borough, Alaska",890,02,060,481.97838030888033,1.8465558547037633,0.00089
02,068,2068.0,32729577065,66105677,"Denali Borough, Alaska",2232,02,068,12636.902341698842,0.17662556373763516,0.002232
02,070,2070.0,47478023796,5950680491,"Dillingham Census Area, Alaska",4975,02,070,18331.28331891892,0.27139398335879295,0.004975
02,090,2090.0,18983364355,273047179,"Fairbanks North Star Borough, Alaska",99653,02,090,7329.4843069498065,13.596181644799916,0.099653
02,100,2100.0,6059513753,1051059522,"Haines Borough, Alaska",2518,02,100,2339.5805996138997,1.0762612753822394,0.002518
02,105,2105.0,16981566503,7801359160,"Hoonah-Angoon Census Area, Alaska",2132,02,105,6556.589383397683,0.3251690589925548,0.002132
02,110,2110.0,7002973758,1426663852,"Juneau City and Borough, Alaska",32330,02,110,2703.850871814672,11.957020387852209,0.03233
02,122,2122.0,41500185165,22525337842,"Kenai Peninsula Borough, Alaska",58220,02,122,16023.237515444016,3.633472944770655,0.05822
02,130,2130.0,12579243763,4651750442,"Ketchikan Gateway Borough, Alaska",13804,02,130,4856.850873745174,2.842170854909444,0.013804
02,150,2150.0,17133720200,14166823224,"Kodiak Island Borough, Alaska",13649,02,150,6615.335984555984,2.063236097435512,0.013649
02,158,2158.0,44221226622,6694349084,"Kusilvak Census Area, Alaska",8198,02,158,17073.832672586872,0.4801499556196549,0.008198
02,164,2164.0,61893966490,25992281749,"Lake and Peninsula Borough, Alaska",1375,02,164,23897.284359073357,0.057537918507377925,0.001375
02,170,2170.0,64008421559,1456871464,"Matanuska-Susitna Borough, Alaska",103464,02,170,24713.676277606177,4.186507860578878,0.103464
02,180,2180.0,59497122355,13774270048,"Nome Census Area, Alaska",9925,02,180,22971.861913127414,0.43205030735137306,0.009925
02,185,2185.0,230054122583,15549060273,"North Slope Borough, Alaska",9797,02,185,88823.98555328185,0.11029678457879132,0.009797
02,188,2188.0,92329079390,12875662550,"Northwest Arctic Borough, Alaska",7734,02,188,35648.2932007722,0.21695288345060149,0.007734
02,195,2195.0,7512557785,2385954337,"Petersburg Borough, Alaska",3255,02,195,2900.6014613899615,1.1221810522153608,0.003255
02,198,2198.0,13630515350,14624992705,"Prince of Wales-Hyder Census Area, Alaska",6474,02,198,5262.747239382239,1.2301559823268164,0.006474
02,220,2220.0,7433305216,5037858065,"Sitka City and Borough, Alaska",8738,02,220,2870.0020138996138,3.0445971667201888,0.008738
02,230,2230.0,1123881121,28784118,"Skagway Municipality, Alaska",1061,02,230,433.93093474903475,2.445089563881018,0.001061
02,240,2240.0,64290686975,751965527,"Southeast Fairbanks Census Area, Alaska",6876,02,240,24822.659063706564,0.2770049728497243,0.006876
02,261,2261.0,88634324631,15756537958,"Valdez-Cordova Census Area, Alaska",9301,02,261,34221.746961776065,0.2717862419586218,0.009301
02,275,2275.0,6619997013,2384375232,"Wrangell City and Borough, Alaska",2484,02,275,2555.9834027027027,0.9718372965072515,0.002484
02,282,2282.0,19744199346,3986129001,"Yakutat City and Borough, Alaska",689,02,282,7623.242990733591,0.09038148211168288,0.000689
02,290,2290.0,377034650847,5949465694,"Yukon-Koyukuk Census Area, Alaska",5415,02,290,145573.22426525096,0.037197774709813766,0.005415
04,001,4001.0,29001320728,54152352,"Apache County, Arizona",71522,04,001,11197.42113050193,6.387363587243591,0.071522
04,003,4003.0,15966170808,137020196,"Cochise County, Arizona",126279,04,003,6164.544713513514,20.484724479843482,0.126279
04,005,4005.0,48222143094,110123852,"Coconino County, Arizona",140217,04,005,18618.588067181467,7.531022196422999,0.140217
04,007,4007.0,12323152727,97113523,"Gila County, Arizona",53400,04,007,4757.974025868726,11.22326429477514,0.0534
04,009,4009.0,11972737302,47477716,"Graham County, Arizona",37879,04,009,4622.678494980695,8.194167091898999,0.037879
04,011,4011.0,4770701075,13750464,"Greenlee County, Arizona",9504,04,011,1841.969527027027,5.159694479495344,0.009504
04,012,4012.0,11653985203,36563337,"La Paz County, Arizona",20701,04,012,4499.608186486486,4.600622796929426,0.020701
04,013,4013.0,23825949527,64236947,"Maricopa County, Arizona",4253913,04,013,9199.208311583012,462.4216406365931,4.253913
04,015,4015.0,34475503959,387309657,"Mohave County, Arizona",206064,04,015,13311.00538957529,15.480723955035137,0.206064
04,017,4017.0,25770094216,24078113,"Navajo County, Arizona",108705,04,017,9949.843326640927,10.92529765860131,0.108705
04,019,4019.0,23794796847,5251370,"Pima County, Arizona",1019722,04,019,9187.18024980695,110.99401255585765,1.019722
04,021,4021.0,13897458216,22344375,"Pinal County, Arizona",419721,04,021,5365.813983011583,78.2213101924249,0.419721
04,023,4023.0,3203613240,3088046,"Santa Cruz County, Arizona",46584,04,023,1236.9163088803089,37.661400100843636,0.046584
04,025,4025.0,21039796371,11501576,"Yavapai County, Arizona",224645,04,025,8123.473502316602,27.653810889632016,0.224645
04,027,4027.0,14281127830,13326079,"Yuma County, Arizona",207829,04,027,5513.948969111969,37.69149862724813,0.207829
05,001,5001.0,2560886962,116504001,"Arkansas County, Arkansas",18124,05,001,988.7594447876448,18.330039824694143,0.018124
05,003,5003.0,2396662506,39297497,"Ashley County, Arkansas",20537,05,003,925.352318918919,22.193708904294095,0.020537
05,005,5005.0,1435438304,84171718,"Baxter County, Arkansas",41219,05,005,554.2232833976834,74.37255206476641,0.041219
05,007,5007.0,2195165155,94161968,"Benton County, Arkansas",258980,05,007,847.5541138996139,305.5616104657055,0.25898
05,009,5009.0,1528068629,31092612,"Boone County, Arkansas",37288,05,009,589.9878876447876,63.20129748570344,0.037288
05,011,5011.0,1681514472,9532926,"Bradley County, Arkansas",10948,05,011,649.2333868725868,16.86296518535108,0.010948
05,013,5013.0,1627975429,9926146,"Calhoun County, Arkansas",5202,05,013,628.5619416988417,8.27603399903648,0.005202
05,015,5015.0,1631600824,22431173,"Carroll County, Arkansas",27887,05,015,629.9617081081082,44.267769994703066,0.027887
05,017,5017.0,1668823389,120315321,"Chicot County, Arkansas",10826,05,017,644.3333548262548,16.8018618296103,0.010826
05,019,5019.0,2243130281,43387661,"Clark County, Arkansas",22385,05,019,866.0734675675676,25.846537087517476,0.022385
05,021,5021.0,1656214473,5097734,"Clay County, Arkansas",15061,05,021,639.4650474903475,23.552499169592753,0.015061
05,023,5023.0,1434168144,98893719,"Cleburne County, Arkansas",25230,05,023,553.7328741312741,45.56348589485892,0.02523
05,025,5025.0,1548253400,2500196,"Cleveland County, Arkansas",8226,05,025,597.7812355212355,13.760886945250693,0.008226
05,027,5027.0,1983889572,1990757,"Columbia County, Arkansas",23892,05,027,765.9805297297297,31.191393348379375,0.023892
05,029,5029.0,1430333634,37328676,"Conway County, Arkansas",20906,05,029,552.2523683397684,37.85588111256006,0.020906
05,031,5031.0,1831867052,14069451,"Craighead County, Arkansas",105701,05,031,707.2845760617761,149.4462110124791,0.105701
05,033,5033.0,1531188213,31076496,"Crawford County, Arkansas",62472,05,033,591.1923602316602,105.67118962010974,0.062472
05,035,5035.0,1580755093,67432628,"Crittenden County, Arkansas",49013,05,035,610.3301517374517,80.30571627581023,0.049013
05,037,5037.0,1596421809,15344835,"Cross County, Arkansas",16998,05,037,616.3790768339768,27.577185272592327,0.016998
05,039,5039.0,1728522506,1864048,"Dallas County, Arkansas",7432,05,039,667.383206949807,11.136030877922511,0.007432
05,041,5041.0,1989461629,133085432,"Desha County, Arkansas",11887,05,041,768.1319030888031,15.475206734937233,0.011887
05,043,5043.0,2145434144,18914034,"Drew County, Arkansas",18502,05,043,828.3529513513514,22.335889514024625,0.018502
05,045,5045.0,1678154687,41787768,"Faulkner County, Arkansas",122416,05,045,647.9361725868725,188.93218989650865,0.122416
05,047,5047.0,1576914320,27952005,"Franklin County, Arkansas",17780,05,047,608.8472277992278,29.20272802139307,0.01778
05,049,5049.0,1601111507,5526928,"Fulton County, Arkansas",12139,05,049,618.1897710424711,19.636365026761375,0.012139
05,051,5051.0,1755290360,147383937,"Garland County, Arkansas",98296,05,051,677.7182857142857,145.03961612368224,0.098296
05,053,5053.0,1636384325,2896901,"Grant County, Arkansas",18086,05,053,631.8086196911197,28.625756971853175,0.018086
05,055,5055.0,1496205817,4789586,"Greene County, Arkansas",44623,05,055,577.6856436293436,77.24443300971339,0.044623
05,057,5057.0,1884268205,35372110,"Hempstead County, Arkansas",22018,05,057,727.5166814671815,30.26459813347007,0.022018
05,059,5059.0,1593380758,18038344,"Hot Spring County, Arkansas",33520,05,059,615.2049258687259,54.485909638429305,0.03352
05,061,5061.0,1524380365,17475611,"Howard County, Arkansas",13389,05,061,588.5638474903475,22.748593983628226,0.013389
05,063,5063.0,1978631568,19593589,"Independence County, Arkansas",37264,05,063,763.9504123552124,48.77803506266508,0.037264
05,065,5065.0,1503683622,8913817,"Izard County, Arkansas",13559,05,065,580.5728270270271,23.354520516284506,0.013559
05,067,5067.0,1641853231,19623382,"Jackson County, Arkansas",17225,05,067,633.9201664092664,27.172191251728275,0.017225
05,069,5069.0,2253242466,113431088,"Jefferson County, Arkansas",70424,05,069,869.9777861003861,80.94919333017755,0.070424
05,071,5071.0,1709103303,59195660,"Johnson County, Arkansas",26291,05,071,659.8854451737452,39.841763736852364,0.026291
05,073,5073.0,1368278177,43469442,"Lafayette County, Arkansas",6915,05,073,528.2927324324324,13.089333953471364,0.006915
05,075,5075.0,1521880769,12286149,"Lawrence County, Arkansas",16669,05,075,587.5987525096525,28.36799759837165,0.016669
05,077,5077.0,1560781754,43720909,"Lee County, Arkansas",9398,05,077,602.6184378378379,15.595274571617013,0.009398
05,079,5079.0,1454438338,27514923,"Lincoln County, Arkansas",13695,05,079,561.5592038610039,24.38745533122766,0.013695
05,081,5081.0,1378511384,84225311,"Little River County, Arkansas",12417,05,081,532.2437776061776,23.329535304004427,0.012417
05,083,5083.0,1834027338,60685578,"Logan County, Arkansas",21757,05,083,708.1186633204633,30.725076356522667,0.021757
05,085,5085.0,1996628038,82740476,"Lonoke County, Arkansas",72206,05,085,770.8988563706564,93.66468688245476,0.072206
05,087,5087.0,2160707852,7318191,"Madison County, Arkansas",16076,05,087,834.2501359073359,19.269999857435607,0.016076
05,089,5089.0,1546109517,112285683,"Marion County, Arkansas",16438,05,089,596.9534814671815,27.536484014799576,0.016438
05,091,5091.0,1620628512,30875055,"Miller County, Arkansas",43759,05,091,625.7252942084942,69.93324451643363,0.043759
05,093,5093.0,2332480077,49826384,"Mississippi County, Arkansas",42831,05,093,900.5714583011583,47.55980172944474,0.042831
05,095,5095.0,1572480981,36694911,"Monroe County, Arkansas",7249,05,095,607.1355138996139,11.93967381917734,0.007249
05,097,5097.0,2019823598,52913893,"Montgomery County, Arkansas",8993,05,097,779.8546710424711,11.531635744360681,0.008993
05,099,5099.0,1600192986,7254361,"Nevada County, Arkansas",8440,05,099,617.8351297297297,13.660602309376703,0.00844
05,101,5101.0,2126144031,5930175,"Newton County, Arkansas",7848,05,101,820.9050312741313,9.56018016824562,0.007848
05,103,5103.0,1897898730,18050431,"Ouachita County, Arkansas",24106,05,103,732.7794324324325,32.89666567193498,0.024106
05,105,5105.0,1428543055,23226442,"Perry County, Arkansas",10322,05,105,551.5610250965251,18.714157691242985,0.010322
05,107,5107.0,1801669159,82139043,"Phillips County, Arkansas",19034,05,107,695.6251579150579,27.362437633867497,0.019034
05,109,5109.0,1555614399,34974767,"Pike County, Arkansas",10808,05,109,600.6233200772201,17.99463930006989,0.010808
05,111,5111.0,1964149128,13520123,"Poinsett County, Arkansas",24054,05,111,758.3587366795367,31.718497904197832,0.024054
05,113,5113.0,2221382790,12372287,"Polk County, Arkansas",20163,05,113,857.6767528957529,23.508856841373117,0.020163
05,115,5115.0,2104417474,47279652,"Pope County, Arkansas",63644,05,115,812.5163992277992,78.3294959467724,0.063644
05,117,5117.0,1678019578,71807770,"Prairie County, Arkansas",8244,05,117,647.8840069498069,12.724499928331587,0.008244
05,119,5119.0,1965579500,126236379,"Pulaski County, Arkansas",393463,05,119,758.9110038610039,518.4573658811562,0.393463
05,121,5121.0,1689251367,9889906,"Randolph County, Arkansas",17603,05,121,652.220605019305,26.989334382465533,0.017603
05,123,5123.0,1644132566,20028723,"St. Francis County, Arkansas",26294,05,123,634.8002185328186,41.420905715457984,0.026294
05,125,5125.0,1873977181,17979686,"Saline County, Arkansas",118009,05,125,723.5433131274132,163.09873625937178,0.118009
05,127,5127.0,2311063521,14887192,"Scott County, Arkansas",10442,05,127,892.3025177606178,11.702309241719886,0.010442
05,129,5129.0,1725176966,6256683,"Searcy County, Arkansas",7923,05,129,666.0914926640927,11.894762337094638,0.007923
05,131,5131.0,1377601669,39693806,"Sebastian County, Arkansas",127461,05,131,531.8925362934363,239.63675235646076,0.127461
05,133,5133.0,1463680826,41831847,"Sevier County, Arkansas",17193,05,133,565.1277320463321,30.423210585939586,0.017193
05,135,5135.0,1565460775,5201390,"Sharp County, Arkansas",17043,05,135,604.4250096525096,28.19704632969804,0.017043
05,137,5137.0,1570579417,7841927,"Stone County, Arkansas",12446,05,137,606.4013193050193,20.524361678935716,0.012446
05,139,5139.0,2691555887,41400825,"Union County, Arkansas",39732,05,139,1039.2107671814672,38.23286021926098,0.039732
05,141,5141.0,1838200430,37692769,"Van Buren County, Arkansas",16684,05,141,709.7298957528958,23.507534485779658,0.016684
05,143,5143.0,2439803798,26926764,"Washington County, Arkansas",228529,05,143,942.0091884169884,242.59742135215743,0.228529
05,145,5145.0,2680852090,18293048,"White County, Arkansas",78804,05,145,1035.078027027027,76.13339085782984,0.078804
05,147,5147.0,1519723271,18703960,"Woodruff County, Arkansas",6660,05,147,586.7657416988417,11.350355903051774,0.00666
05,149,5149.0,2409045644,48482976,"Yell County, Arkansas",21573,05,149,930.1334532818532,23.193445976899888,0.021573
06,001,6001.0,1909598013,216923745,"Alameda County, California",1643700,06,001,737.2965301158301,2229.3608241202123,1.6437
06,003,6003.0,1912292630,12557304,"Alpine County, California",1146,06,003,738.3369227799228,1.5521369237301301,0.001146
06,005,6005.0,1539933577,29470567,"Amador County, California",37829,06,005,594.5689486486486,63.62424422933405,0.037829
06,007,6007.0,4238438186,105311003,"Butte County, California",227075,06,007,1636.46262007722,138.7596619770545,0.227075
06,009,6009.0,2641829200,43797659,"Calaveras County, California",45235,06,009,1020.0112741312741,44.34754903912789,0.045235
06,011,6011.0,2980332864,14608870,"Colusa County, California",21464,06,011,1150.7076694980694,18.652869507128987,0.021464
06,013,6013.0,1857233047,225282636,"Contra Costa County, California",1133247,06,013,717.0783965250965,1580.3669521932645,1.133247
06,015,6015.0,2606117983,578742642,"Del Norte County, California",27424,06,015,1006.2231594594595,27.25439157525663,0.027424
06,017,6017.0,4423290468,203328472,"El Dorado County, California",186661,06,017,1707.8341575289576,109.29691221896938,0.186661
06,019,6019.0,15431404077,137345152,"Fresno County, California",978130,06,019,5958.0710722007725,164.16890435627207,0.97813
06,021,6021.0,3403160290,33693350,"Glenn County, California",27897,06,021,1313.961501930502,21.2312156475004,0.027897
06,023,6023.0,9241527430,1253763757,"Humboldt County, California",135768,06,023,3568.157308880309,38.04989193220411,0.135768
06,025,6025.0,10817292933,790212281,"Imperial County, California",180216,06,025,4176.560977992278,43.149375993698996,0.180216
06,027,6027.0,26368508430,119088151,"Inyo County, California",18085,06,027,10180.891285714286,1.7763670677219265,0.018085
06,029,6029.0,21062456129,78764641,"Kern County, California",883053,06,029,8132.222443629344,108.58692148685259,0.883053
06,031,6031.0,3600883824,3162664,"Kings County, California",150075,06,031,1390.3026347490347,107.94412399793102,0.150075
06,033,6033.0,3254364315,188836455,"Lake County, California",64148,06,033,1256.5113185328184,51.05246491126179,0.064148
06,035,6035.0,11761615592,463426051,"Lassen County, California",31185,06,035,4541.164321235521,6.8671815847252695,0.031185
06,037,6037.0,10510671776,1794675167,"Los Angeles County, California",10098052,06,037,4058.174430888031,2488.3237948424735,10.098052
06,039,6039.0,5534617472,42245931,"Madera County, California",155013,06,039,2136.917942857143,72.54045505965547,0.155013
06,041,6041.0,1347976788,797029137,"Marin County, California",260295,06,041,520.4543583011583,500.1303108492399,0.260295
06,043,6043.0,3752472149,36225644,"Mariposa County, California",17540,06,043,1448.8309455598455,12.106312371194097,0.01754
06,045,6045.0,9081426659,962946207,"Mendocino County, California",87422,06,045,3506.3423393822395,24.932534116278656,0.087422
06,047,6047.0,5013300944,111383846,"Merced County, California",269075,06,047,1935.63743011583,139.01105435014156,0.269075
06,049,6049.0,10140960152,745420661,"Modoc County, California",8938,06,049,3915.42863011583,2.2827641222349615,0.008938
06,051,6051.0,7896838487,214695672,"Mono County, California",14174,06,051,3048.972388803089,4.648779389427064,0.014174
06,053,6053.0,8499616962,1267799938,"Monterey County, California",433212,06,053,3281.705390733591,132.0081934299288,0.433212
06,055,6055.0,1938114186,104300794,"Napa County, California",140530,06,055,748.3066355212355,187.79734580612578,0.14053
06,057,6057.0,2480587324,41531993,"Nevada County, California",99092,06,057,957.7557235521235,103.46270720522315,0.099092
06,059,6059.0,2053294769,402004844,"Orange County, California",3164182,06,059,792.7779030888031,3991.259074794828,3.164182
06,061,6061.0,3644325262,246494490,"Placer County, California",380077,06,061,1407.0753907335907,270.1184332431851,0.380077
06,063,6063.0,6612400908,156387636,"Plumas County, California",18699,06,063,2553.050543629344,7.324179322128905,0.018699
06,065,6065.0,18664901451,250194697,"Riverside County, California",2383286,06,065,7206.525656756757,330.71220634113166,2.383286
06,067,6067.0,2500490904,74894369,"Sacramento County, California",1510023,06,067,965.4405034749035,1564.0767033959985,1.510023
06,069,6069.0,3596590995,4719296,"San Benito County, California",59416,06,069,1388.6451718146718,42.78702810909974,0.059416
06,071,6071.0,51954895600,117095140,"San Bernardino County, California",2135413,06,071,20059.80525096525,106.45232958566469,2.135413
06,073,6073.0,10900649391,820695499,"San Diego County, California",3302833,06,073,4208.744938610039,784.7548492902445,3.302833
06,075,6075.0,121375681,479216672,"San Francisco County, California",870044,06,075,46.8631972972973,18565.613320843077,0.870044
06,077,6077.0,3606263159,88974329,"San Joaquin County, California",732212,06,077,1392.3795980694981,525.8709629293584,0.732212
06,079,6079.0,8548611925,815519172,"San Luis Obispo County, California",281455,06,079,3300.6223648648647,85.27331178388941,0.281455
06,081,6081.0,1161960635,757110545,"San Mateo County, California",765935,06,081,448.6334498069498,1707.2623548903618,0.765935
06,083,6083.0,7083976828,2729838280,"Santa Barbara County, California",443738,06,083,2735.1261884169885,162.23675597827634,0.443738
06,085,6085.0,3343896477,33589866,"Santa Clara County, California",1922200,06,085,1291.079720849421,1488.831378077378,1.9222
06,087,6087.0,1152866293,419671509,"Santa Cruz County, California",273765,06,087,445.12212084942087,615.0334642492666,0.273765
06,089,6089.0,9778230074,186479459,"Shasta County, California",179085,06,089,3775.378406949807,47.43498020498715,0.179085
06,091,6091.0,2468694587,23299110,"Sierra County, California",2930,06,091,953.1639332046332,3.073972795161316,0.00293
06,093,6093.0,16261933260,179149816,"Siskiyou County, California",43540,06,093,6278.73871042471,6.934513762725897,0.04354
06,095,6095.0,2128327622,218699936,"Solano County, California",438530,06,095,821.7481166023166,533.6550107509717,0.43853
06,097,6097.0,4081491107,497455304,"Sonoma County, California",501317,06,097,1575.8652922779922,318.121734425232,0.501317
06,099,6099.0,3874662824,46356389,"Stanislaus County, California",539301,06,099,1496.0088123552123,360.4931973301427,0.539301
