,MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,ALAND,AWATER,NAME,pop,state,county,sq_miles,density,pop_mil
25,20230425,2230,Skagway Municipality,AK,436.21,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1123881121.0,28784118.0,"Skagway Municipality, Alaska",1061.0,02,230,433.93093474903475,2.445089563881018,0.001061
26,20230425,2240,Southeast Fairbanks Census Area,AK,"25,114.30",0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,64290686975.0,751965527.0,"Southeast Fairbanks Census Area, Alaska",6876.0,02,240,24822.659063706564,0.2770049728497243,0.006876
27,20230425,2275,Wrangell City and Borough,AK,"2,600.97",0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,6619997013.0,2384375232.0,"Wrangell City and Borough, Alaska",2484.0,02,275,2555.9834027027027,0.9718372965072515,0.002484
28,20230425,2282,Yakutat City and Borough,AK,"7,855.54",0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,19744199346.0,3986129001.0,"Yakutat City and Borough, Alaska",689.0,02,282,7623.242990733591,0.09038148211168288,0.000689
29,20230425,2290,Yukon-Koyukuk Census Area,AK,"147,870.37",0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,377034650847.0,5949465694.0,"Yukon-Koyukuk Census Area, Alaska",5415.0,02,290,145573.22426525096,0.037197774709813766,0.005415
30,20230425,1001,Autauga County,AL,603.04,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1539602123.0,25706961.0,"Autauga County, Alabama",55200.0,01,001,594.4409741312742,92.86035519450891,0.0552
31,20230425,1003,Baldwin County,AL,538.30,"1,110.76",0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,4117546676.0,1133055836.0,"Baldwin County, Alabama",208107.0,01,003,1589.7863613899615,130.90249423076605,0.208107
32,20230425,1005,Barbour County,AL,226.86,672.14,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,2292144655.0,50538698.0,"Barbour County, Alabama",25782.0,01,005,884.9979362934363,29.13227132255316,0.025782
33,20230425,1007,Bibb County,AL,625.70,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1612167481.0,9602089.0,"Bibb County, Alabama",22527.0,01,007,622.4584868725868,36.19036526143651,0.022527
34,20230425,1009,Blount County,AL,653.15,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1670103911.0,15015423.0,"Blount County, Alabama",57645.0,01,009,644.8277648648649,89.39596453648446,0.057645
35,20230425,1011,Bullock County,AL,8.32,618.22,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1613059160.0,6054988.0,"Bullock County, Alabama",10352.0,01,011,622.8027644787645,16.621634633660925,0.010352
36,20230425,1013,Butler County,AL,0.80,775.84,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,2012002530.0,2701198.0,"Butler County, Alabama",20025.0,01,013,776.8349536679536,25.77767633324,0.020025
37,20230425,1015,Calhoun County,AL,614.11,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1569189622.0,16627597.0,"Calhoun County, Alabama",115098.0,01,015,605.8647189189189,189.97310192509036,0.115098
38,20230425,1017,Chambers County,AL,600.85,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1545085607.0,16971701.0,"Chambers County, Alabama",33826.0,01,017,596.5581494208494,56.70193263278518,0.033826
39,20230425,1019,Cherokee County,AL,598.23,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1433623321.0,120308339.0,"Cherokee County, Alabama",25853.0,01,019,553.5225177606178,46.706320285926765,0.025853
40,20230425,1021,Chilton County,AL,698.93,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1794477075.0,20592144.0,"Chilton County, Alabama",43930.0,01,021,692.8482915057915,63.404933718643356,0.04393
41,20230425,1023,Choctaw County,AL,917.58,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,2365869835.0,19144469.0,"Choctaw County, Alabama",13075.0,01,023,913.4632567567568,14.313657285376395,0.013075
42,20230425,1025,Clarke County,AL,"1,017.73",234.08,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,3207494111.0,36657891.0,"Clarke County, Alabama",24387.0,01,025,1238.4147146718146,19.692110979529716,0.024387
43,20230425,1027,Clay County,AL,605.83,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1564251835.0,5285207.0,"Clay County, Alabama",13378.0,01,027,603.9582374517374,22.15053818364228,0.013378
44,20230425,1029,Cleburne County,AL,560.37,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1450663940.0,2354896.0,"Cleburne County, Alabama",14938.0,01,029,560.1019073359073,26.670146636442897,0.014938
45,20230425,1031,Coffee County,AL,679.48,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1758565925.0,3907189.0,"Coffee County, Alabama",51288.0,01,031,678.9829826254826,75.53650284677272,0.051288
46,20230425,1033,Colbert County,AL,625.03,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1535202321.0,79700277.0,"Colbert County, Alabama",54495.0,01,033,592.7422088803089,91.93710045205175,0.054495
47,20230425,1035,Conecuh County,AL,43.03,811.51,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,2202007854.0,6632046.0,"Conecuh County, Alabama",12514.0,01,035,850.1960826254826,14.718957491965421,0.012514
48,20230425,1037,Coosa County,AL,668.34,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1685850815.0,39987271.0,"Coosa County, Alabama",10855.0,01,037,650.9076505791505,16.67671287984044,0.010855
49,20230425,1039,Covington County,AL,"1,003.01",41.96,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,2669129020.0,34231390.0,"Covington County, Alabama",37351.0,01,039,1030.551745173745,36.24369195910957,0.037351
50,20230425,1041,Crenshaw County,AL,150.66,458.06,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1576952799.0,5388561.0,"Crenshaw County, Alabama",13865.0,01,041,608.8620845559846,22.771987863410995,0.013865
51,20230425,1043,Cullman County,AL,752.10,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1903073019.0,52422496.0,"Cullman County, Alabama",82313.0,01,043,734.7772274131274,112.0244298939325,0.082313
52,20230425,1045,Dale County,AL,562.11,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1453244553.0,4082940.0,"Dale County, Alabama",49255.0,01,045,561.098283011583,87.78319501466592,0.049255
53,20230425,1047,Dallas County,AL,994.92,1.22,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,2534919599.0,39124778.0,"Dallas County, Alabama",40029.0,01,047,978.7334359073359,40.89877645070036,0.040029
54,20230425,1049,DeKalb County,AL,778.07,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,2012676479.0,4121543.0,"DeKalb County, Alabama",71200.0,01,049,777.0951656370656,91.62326977240936,0.0712
55,20230425,1051,Elmore County,AL,653.71,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1601769095.0,99957723.0,"Elmore County, Alabama",81212.0,01,051,618.443666023166,131.31673014330445,0.081212
56,20230425,1053,Escambia County,AL,185.94,759.86,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,2448115119.0,20504948.0,"Escambia County, Alabama",37328.0,01,053,945.2181926640926,39.49141086122266,0.037328
57,20230425,1055,Etowah County,AL,550.42,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1386373604.0,34568854.0,"Etowah County, Alabama",102939.0,01,055,535.2793837837838,192.30891963808622,0.102939
58,20230425,1057,Fayette County,AL,629.58,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1625693290.0,4330881.0,"Fayette County, Alabama",16585.0,01,057,627.680806949807,26.422665495531447,0.016585
59,20230425,1059,Franklin County,AL,646.39,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1641841406.0,32643981.0,"Franklin County, Alabama",31542.0,01,059,633.9156007722007,49.75741244035845,0.031542
60,20230425,1061,Geneva County,AL,578.57,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1487897666.0,11578163.0,"Geneva County, Alabama",26491.0,01,061,574.4778633204634,46.11317805508272,0.026491
61,20230425,1063,Greene County,AL,659.04,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1675782061.0,33416141.0,"Greene County, Alabama",8426.0,01,063,647.0201007722007,13.022779338607565,0.008426
62,20230425,1065,Hale County,AL,655.47,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1667907112.0,32423361.0,"Hale County, Alabama",14887.0,01,065,643.97957992278,23.11719263176809,0.014887
63,20230425,1067,Henry County,AL,561.48,0.23,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1454926621.0,16986823.0,"Henry County, Alabama",17124.0,01,067,561.7477301158301,30.483434256991302,0.017124
64,20230425,1069,Houston County,AL,578.12,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1501854593.0,4683050.0,"Houston County, Alabama",104352.0,01,069,579.8666382239383,179.95862000203635,0.104352
65,20230425,1071,Jackson County,AL,"1,129.27",0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,2791974056.0,126334709.0,"Jackson County, Alabama",52094.0,01,071,1077.982261003861,48.32547054298273,0.052094
66,20230425,1073,Jefferson County,AL,"1,124.14",0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,2878465205.0,32885044.0,"Jefferson County, Alabama",659892.0,01,073,1111.3765270270271,593.7609657504961,0.659892
67,20230425,1075,Lamar County,AL,604.36,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1566544637.0,1600679.0,"Lamar County, Alabama",13933.0,01,075,604.8434891891892,23.035711302237218,0.013933
68,20230425,1077,Lauderdale County,AL,719.01,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1730146083.0,133608930.0,"Lauderdale County, Alabama",92585.0,01,077,668.0100706563707,138.598209917746,0.092585
69,20230425,1079,Lawrence County,AL,718.77,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1788864247.0,68682382.0,"Lawrence County, Alabama",33171.0,01,079,690.6811764478764,48.02650069399034,0.033171
70,20230425,1081,Lee County,AL,615.20,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1573548952.0,21492291.0,"Lee County, Alabama",159287.0,01,081,607.5478579150579,262.1801688950571,0.159287
71,20230425,1083,Limestone County,AL,606.87,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1450277885.0,122329729.0,"Limestone County, Alabama",93052.0,01,083,559.9528513513513,166.1782769307001,0.093052
72,20230425,1085,Lowndes County,AL,276.49,449.74,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1854201378.0,23721835.0,"Lowndes County, Alabama",10236.0,01,085,715.907867953668,14.297929186416557,0.010236
73,20230425,1087,Macon County,AL,588.51,24.50,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1576855717.0,11345392.0,"Macon County, Alabama",19054.0,01,087,608.8246011583011,31.296370028000478,0.019054
74,20230425,1089,Madison County,AL,812.19,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,2076091216.0,28831382.0,"Madison County, Alabama",357560.0,01,089,801.57962007722,446.06922512021265,0.35756
75,20230425,1091,Marengo County,AL,983.62,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,2530140238.0,14966620.0,"Marengo County, Alabama",19538.0,01,091,976.8881227799228,20.000243164387,0.019538
76,20230425,1093,Marion County,AL,742.23,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1922656563.0,3184076.0,"Marion County, Alabama",29965.0,01,093,742.3384413127413,40.36568542376749,0.029965
77,20230425,1095,Marshall County,AL,624.67,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1465531860.0,148495464.0,"Marshall County, Alabama",95145.0,01,095,565.842416988417,168.147521542111,0.095145
78,20230425,1097,Mobile County,AL,992.03,261.85,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,3184053031.0,1074031983.0,"Mobile County, Alabama",414659.0,01,097,1229.3641046332045,337.2955159803681,0.414659
79,20230425,1099,Monroe County,AL,1.87,"1,030.78",0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,2656469661.0,22609681.0,"Monroe County, Alabama",21512.0,01,099,1025.6639617760618,20.973730970082404,0.021512
80,20230425,1101,Montgomery County,AL,225.17,578.34,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,2033918497.0,37844005.0,"Montgomery County, Alabama",226941.0,01,101,785.296716988417,288.98758277038274,0.226941
81,20230425,1103,Morgan County,AL,598.64,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1500612908.0,50921199.0,"Morgan County, Alabama",119122.0,01,103,579.3872231660232,205.5999774193599,0.119122
82,20230425,1105,Perry County,AL,719.26,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1863900621.0,10937769.0,"Perry County, Alabama",9486.0,01,105,719.6527494208494,13.181357269369137,0.009486
83,20230425,1107,Pickens County,AL,885.60,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,2282893837.0,22521210.0,"Pickens County, Alabama",20298.0,01,107,881.4261918918919,23.028587290369035,0.020298
84,20230425,1109,Pike County,AL,227.82,444.64,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1740647518.0,2336975.0,"Pike County, Alabama",33403.0,01,109,672.0646787644788,49.70206150605616,0.033403
85,20230425,1111,Randolph County,AL,582.27,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1503615935.0,9285419.0,"Randolph County, Alabama",22574.0,01,111,580.5466930501931,38.884038562679905,0.022574
86,20230425,1113,Russell County,AL,484.54,155.86,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1660577613.0,15641643.0,"Russell County, Alabama",58213.0,01,113,641.1496575289575,90.79471433293375,0.058213
87,20230425,1115,Saint Clair County,AL,647.22,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1635844944.0,56400695.0,"St. Clair County, Alabama",87306.0,01,115,631.6003644787645,138.22981256834817,0.087306
88,20230425,1117,Shelby County,AL,805.33,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,2034112797.0,62537787.0,"Shelby County, Alabama",211261.0,01,117,785.3717362934362,268.99491061016124,0.211261
89,20230425,1119,Sumter County,AL,913.64,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,2340898915.0,24634883.0,"Sumter County, Alabama",12985.0,01,119,903.8219749034749,14.36676730656693,0.012985
90,20230425,1121,Talladega County,AL,767.54,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1908256939.0,60926366.0,"Talladega County, Alabama",80565.0,01,121,736.7787409266409,109.34761757467923,0.080565
91,20230425,1123,Tallapoosa County,AL,766.56,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1855782851.0,128806123.0,"Tallapoosa County, Alabama",40636.0,01,123,716.5184752895752,56.71312241261788,0.040636
92,20230425,1125,Tuscaloosa County,AL,"1,351.60",0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,3421009204.0,78715350.0,"Tuscaloosa County, Alabama",206213.0,01,125,1320.8529745173746,156.12108537314535,0.206213
93,20230425,1127,Walker County,AL,804.51,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,2048686080.0,36754696.0,"Walker County, Alabama",64493.0,01,127,790.9984864864865,81.53365790428956,0.064493
94,20230425,1129,Washington County,AL,578.64,510.16,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,2797720360.0,21652733.0,"Washington County, Alabama",16643.0,01,129,1080.2009111969112,15.407318978798868,0.016643
95,20230425,1131,Wilcox County,AL,581.65,328.20,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,2301075082.0,49057525.0,"Wilcox County, Alabama",10809.0,01,131,888.4459776061776,12.166187109230536,0.010809
96,20230425,1133,Winston County,AL,631.89,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1587608920.0,48922726.0,"Winston County, Alabama",23875.0,01,133,612.976416988417,38.9492961528586,0.023875
97,20230425,5001,Arkansas County,AR,"1,033.67",0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,2560886962.0,116504001.0,"Arkansas County, Arkansas",18124.0,05,001,988.7594447876448,18.330039824694143,0.018124
98,20230425,5003,Ashley County,AR,937.09,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,2396662506.0,39297497.0,"Ashley County, Arkansas",20537.0,05,003,925.352318918919,22.193708904294095,0.020537
99,20230425,5005,Baxter County,AR,583.55,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1435438304.0,84171718.0,"Baxter County, Arkansas",41219.0,05,005,554.2232833976834,74.37255206476641,0.041219
100,20230425,5007,Benton County,AR,873.97,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,2195165155.0,94161968.0,"Benton County, Arkansas",258980.0,05,007,847.5541138996139,305.5616104657055,0.25898
101,20230425,5009,Boone County,AR,601.35,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1528068629.0,31092612.0,"Boone County, Arkansas",37288.0,05,009,589.9878876447876,63.20129748570344,0.037288
102,20230425,5011,Bradley County,AR,654.61,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1681514472.0,9532926.0,"Bradley County, Arkansas",10948.0,05,011,649.2333868725868,16.86296518535108,0.010948
103,20230425,5013,Calhoun County,AR,630.56,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1627975429.0,9926146.0,"Calhoun County, Arkansas",5202.0,05,013,628.5619416988417,8.27603399903648,0.005202
104,20230425,5015,Carroll County,AR,636.97,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1631600824.0,22431173.0,"Carroll County, Arkansas",27887.0,05,015,629.9617081081082,44.267769994703066,0.027887
105,20230425,5017,Chicot County,AR,690.42,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1668823389.0,120315321.0,"Chicot County, Arkansas",10826.0,05,017,644.3333548262548,16.8018618296103,0.010826
106,20230425,5019,Clark County,AR,881.73,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,2243130281.0,43387661.0,"Clark County, Arkansas",22385.0,05,019,866.0734675675676,25.846537087517476,0.022385
107,20230425,5021,Clay County,AR,636.96,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1656214473.0,5097734.0,"Clay County, Arkansas",15061.0,05,021,639.4650474903475,23.552499169592753,0.015061
108,20230425,5023,Cleburne County,AR,592.92,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1434168144.0,98893719.0,"Cleburne County, Arkansas",25230.0,05,023,553.7328741312741,45.56348589485892,0.02523
109,20230425,5025,Cleveland County,AR,597.66,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1548253400.0,2500196.0,"Cleveland County, Arkansas",8226.0,05,025,597.7812355212355,13.760886945250693,0.008226
110,20230425,5027,Columbia County,AR,764.44,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1983889572.0,1990757.0,"Columbia County, Arkansas",23892.0,05,027,765.9805297297297,31.191393348379375,0.023892
111,20230425,5029,Conway County,AR,569.08,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1430333634.0,37328676.0,"Conway County, Arkansas",20906.0,05,029,552.2523683397684,37.85588111256006,0.020906
112,20230425,5031,Craighead County,AR,713.20,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1831867052.0,14069451.0,"Craighead County, Arkansas",105701.0,05,031,707.2845760617761,149.4462110124791,0.105701
113,20230425,5033,Crawford County,AR,605.35,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1531188213.0,31076496.0,"Crawford County, Arkansas",62472.0,05,033,591.1923602316602,105.67118962010974,0.062472
114,20230425,5035,Crittenden County,AR,633.94,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1580755093.0,67432628.0,"Crittenden County, Arkansas",49013.0,05,035,610.3301517374517,80.30571627581023,0.049013
115,20230425,5037,Cross County,AR,621.84,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1596421809.0,15344835.0,"Cross County, Arkansas",16998.0,05,037,616.3790768339768,27.577185272592327,0.016998
116,20230425,5039,Dallas County,AR,669.75,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1728522506.0,1864048.0,"Dallas County, Arkansas",7432.0,05,039,667.383206949807,11.136030877922511,0.007432
117,20230425,5041,Desha County,AR,819.47,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1989461629.0,133085432.0,"Desha County, Arkansas",11887.0,05,041,768.1319030888031,15.475206734937233,0.011887
118,20230425,5043,Drew County,AR,833.36,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,2145434144.0,18914034.0,"Drew County, Arkansas",18502.0,05,043,828.3529513513514,22.335889514024625,0.018502
119,20230425,5045,Faulkner County,AR,663.22,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1678154687.0,41787768.0,"Faulkner County, Arkansas",122416.0,05,045,647.9361725868725,188.93218989650865,0.122416
120,20230425,5047,Franklin County,AR,620.44,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1576914320.0,27952005.0,"Franklin County, Arkansas",17780.0,05,047,608.8472277992278,29.20272802139307,0.01778
